CompanyName,Address,Phone,Email,link
Swostik Saving & Credit Cooperative Ltd.,"madhyapur  thimi ,-, bhaktapur",016633067,swostik67@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/swostik-saving-&-credit-cooperative-ltd.
Bikash Multipurpose Cooperative Ltd.,"koteshwor , kathmandu",014600971,bikashbachat971@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bikash-multipurpose-cooperative-ltd.
Aarya Agriculture Cooperative Ltd.,"dewangunj , sunsari",013489049,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aarya-agriculture-cooperative-ltd.
Himal Saving &  Credit Cooperative Ltd.,"ilam, nepal",027521348,himalsaccos287@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himal-saving-&-credit-cooperative-ltd.
Doleshwor Multipurpose Cooperative Ltd.,koteshwor -32 kathmandu,014602790,dmpc2072@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/doleshwor-multipurpose-cooperative-ltd.
Jyoti Mirmire Samuhik Saving & Credit Cooperative Ltd.,panauti -6 kavrepalanchowk,97711440692,info@jmsaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/jyoti-mirmire-samuhik-saving-&-credit-cooperative-ltd.
Shramik  Janautthan Saving & Credit Cooperative Ltd.,banepa -6  kavrepalanchok,011661497,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shramik-janautthan-saving-&-credit-cooperative-ltd.
Shubha Saving & Credit Cooperative Ltd.,sallaghari bhaktapur,016610308,avinashsth3@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shubha-saving-&-credit-cooperative-ltd.
Compass Saving & Credit Cooperative Ltd.,kathmandu -7 chabil,014461311,compasssahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/compass-saving-&-credit-cooperative-ltd.
Bhaktapur District Saving & Credit Cooperative Union Ltd.,surya binayak-6  bhaktapur,016226734,bktsaccu@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhaktapur-district-saving-&-credit-cooperative-union-ltd.
Jharana Saving & Credit Cooperative Ltd.,"satdobato,-15 Lalitpur Nepal",015538947,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jharana-saving-&-credit-cooperative-ltd.
Chandrodaya Multipurpose Cooperative Ltd.,"surya binayak-6 , bhaktapur",015092602,shreechandrodaya@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chandrodaya-multipurpose-cooperative-ltd.
Suryodaya Saving & Credit Cooperative Ltd.,"new baneshwor , kathmandu",014491799,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/suryodaya-saving-&-credit-cooperative-ltd.-1
Manjari Multipurpose Cooperative Ltd.,Satdobato-15 lalitpur,015554053,manjarimultipurposecoopltd@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manjari-multipurpose-cooperative-ltd.
Sadashya Sewa Multipurpose Cooperative Ltd.,"satdobato, Lalitpur Nepal",015541203,sadashyasewa@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sadashya-sewa-multipurpose-cooperative-ltd.
Abhimanyu Multipurpose Cooperative Ltd.,pepsikola -32 kathmandu,014992121,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/abhimanyu-multipurpose-cooperative-ltd.
Mahasakti Saving & Credit Cooperative Ltd.,jorpati -3 kathmandu +,014914269,mahasaktisaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/mahasakti-saving-&-credit-cooperative-ltd.
Bhawani Saving & Credit Cooperative ltd.,"jaleshwor -2 ,mahotari",044520394,bhawanisaving@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/bhawani-saving-&-credit-cooperative-ltd.-1
Saraswati Saving & Credit Cooperative Ltd.,"dadakharka priti-5 , ramechap",602115571,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/saraswati-saving-&-credit-cooperative-ltd.
Abhinna Multipurpose Co-operative Limited,"Mahalaxmi Muncipality -14 Satdobato, Lalitpur",015152076,coopamcl67@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abhinna-multipurpose-co-operative-limited
Gorkha Saving & Credit Cooperative Ltd,"Talchhikhel, Lalitpur",015152404,gorkhasaving2054@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gorkha-saving-credit-cooperative-ltd
Sakrriyata Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,015524526,sakrriyatamultipurpose031@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sakrriyata-multipurpose-cooperative-ltd
Chaturbhujeshwor Saving & Credit Cooperative Ltd,satdobato 15 Lalitpur,015544565,chaturbhujeshwor@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chaturbhujeshwor-saving-&-credit-cooperative-ltd
Bishandevi Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,015530119,bishandevicooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bishandevi-multipurpose-cooperative-ltd
Maa Bhagawati Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,015520246,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/maa-bhagawati-multipurpose-cooperative-ltd
Sinchit Saving & Credit Cooperative ltd.,"lalitpur-15, satdobato",55541154,cooperativesinchit@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sinchit-saving-&-credit-cooperative-ltd.
Golden Gate Multipurpose Cooperative Ltd.,"lalitpur-15, satdobato",015549233,goldengatempcl@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/golden-gate-multipurpose-cooperative-ltd.
Baba Saving & Credit cooperative  Ltd.,sankhadhar chowk  madhyapur thimi -13 bhaktapur,015093580,babacooperative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/baba-saving-credit-cooperative-ltd
Gangajal Saving & Credit Cooperative ltd.,koteshwor 35- kathmandu,014612566,gangajalsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gangajal-saving-credit-cooperative-ltd
Karmana Saving & Credit Cooperative Ltd.,Satdobato lalitpur,015151801,karmanasahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/karmana-saving-&-credit-cooperative-ltd.
Sagun Saving & Credit Cooperative ltd.,"belchowk , chitwan",056571276,sagunsaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sagun-saving-&-credit-cooperative-ltd.
Bindabasini Saving & Credit Cooperative ltd.,"chandranigahapur , rautahat",055657885,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bindabasini-saving-credit-cooperative-ltd
Nawa Bikas Saving & Credit Cooperative ltd,"chandranigahapur , rautahat",055540734,nawabikas@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawa-bikas-saving-&-credit-cooperative-ltd
Yatayat Majadur Saving &  Credit Coopeerative  Ltd.,"chandranigahapur  ,rautahat",476823562,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/yatayat-majadur-saving-&-credit-coopeerative-ltd.
Everest Saving & Credit Cooperative Ltd.,narayangad chitwan,044959289,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/everest-saving-&-credit-cooperative-ltd.
Kuti Saving & Credit Cooperative Ltd.,dharan sunsari,013845853,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kuti-saving-&-credit-cooperative-ltd.
Chundevi Saving & Credit  Cooperative Ltd.,Thankot -8 kathmandu,018327337,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/chundevi-saving-&-credit-cooperative-ltd.
Prabuddha Saving & Credit Cooperative Ltd.,balagu kathmandu,014386388,prabuddhasc@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/prabuddha-saving-&-credit-cooperative-ltd.
Himalayan Saving & Credit Cooperative Ltd.,"surya binayak , bhaktapur",015092803,himalayansaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himalayan-saving-credit-cooperative-ltd
Bheri Saving & Credit Cooperative Ltd.,"nepalgung, bake",046723832,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bheri-saving-&-credit-cooperative-ltd.
Samghauta Agriculture Cooperative Ltd.,"bharatpur ,chitwan",014780458,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/samghauta-agriculture-cooperative-ltd.
Sahayoji Saving & Credit Cooperative Ltd.,"tulsipur-5, dang",082521783,sahayojisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahayoji-saving-credit-cooperative-ltd
Pipalbot Saving & Credit Cooperative Ltd.,Birendranagar -4 surkhet,083523742,pipalbotsaccos.059@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pipalbot-saving-&-credit-cooperative-ltd.
Briti Bikash Agriculture Cooperative Ltd.,"kohalpur-10, chatar, bake",045478415,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/briti-bikash-agriculture-cooperative-ltd.
Everest Agriculture Cooperative Ltd.,"samghana ,baudhanath , kathmandu",089493006,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/everest-agriculture-cooperative-ltd.
Kisandal Saving & Credit Cooperative Ltd.,chabil kathmandu,015548674,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kisandal-saving-credit-cooperative-ltd
Royal Multipurpose Cooperative Ltd.,"Basundhara, Kathmandu Nepal",014954046,info@royalcooperative.com.np,https://www.sahakariakhabar.com/cooperative-directory/royal-multipurpose-cooperative-ltd.
Raniban Agriculture Cooperative Ltd.,champadevi -10 raniban okhaldhunga,077895984,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/raniban-agriculture-cooperative-ltd.
Aayam Saving  & Credit Cooperative Ltd.,"thankot, kathmandu",014316051,aayamsavingthankot@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aayam-saving-&-credit-cooperative-ltd.
Hatemalo Saving & Credit Cooperative Ltd.,"besisahar,lamjung",066520915,hatemalo.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hatemalo-saving-&-credit-cooperative-ltd.-1
Hilltop Junar Multipurpose Cooperative Ltd.,chabil kathmandu,014785549,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hilltop-junar-multipurpose-cooperative-ltd.
Nispachya Saving & Credit Cooperative Ltd.,butwal -10 rupandehi,071438280,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nispachya-saving-&-credit-cooperative-ltd.
Janayoj Saving & Credit Cooperative Ltd.,"new baneshwor-10, kathmandu",014585686,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janayoj-saving-&-credit-cooperative-ltd.
Pathivara Saving & Credit Cooperative Ltd.,fathbazar  makwanpur,078745647,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/pathivara-saving-&-credit-cooperative-ltd.
Shree Sundar Bazar Multipurpose Cooperative Ltd.,sundarbagar-7 lamjung,066402074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shree-sundar-bazar-multipurpose-cooperative-ltd.
Image Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,015533308,imagesaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/image-saving-&-credit-cooperative-ltd.
Arudima  Saving & Credit  Cooperative Ltd.,lagankhel  lalitpur,5523487,arunimasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/arudima-saving-&-credit-cooperative-ltd.
Kalika Multipurpose Cooperative Ltd.,"rara,jumla",087690089,kalikaccltd@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kalika-multipurpose-cooperative-ltd.
Amardeep Saving & Credit Cooperative Ltd,narayangad chitwan,056527794,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/amardeep-saving-&-credit-cooperative-ltd
Balewa Saving & Credit Cooperative Ltd.,"narayansthan, baglung",068413023,balewamoney@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/balewa-saving-&-credit-cooperative-ltd.
Cyc Saving & Credit Cooperative Ltd.,"tarbesi , baglung",047859855,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/cyc-saving-&-credit-cooperative-ltd.
Hamro Bittia Multipurpose Cooperative Ltd.,baneshwor kathmandu,015911231,hamrobittya@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-bittia-multipurpose-cooperative-ltd.
Gria Laxmi Saving & Credit Cooperative Ltd.,"birjung , parsa",01526895,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gria-laxmi-saving-credit-cooperative-ltd
Grihalaxmi Saving & Credit Cooperative Ltd.,"nepalgung, bake",017488488,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/grihalaxmi-saving-&-credit-cooperative-ltd.
Sipsil Saving & Credit Cooperative Ltd.,"guheshwori, kathmandu",014114578,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sipsil-saving-&-credit-cooperative-ltd.
Pratistha Agriculture Cooperative Ltd.,pachkhal-3 kavrepalanchowk,011499241,pratisthaagricoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pratistha-agriculture-cooperative-ltd.
Shuva Laxmi Saving & Credit Cooperative Ltd.,"Budanilakantha,  kathmandu",014822197,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-laxmi-saving-&-credit-cooperative-ltd.
New Eastern Multipurpose Cooperative Ltd.,pepsikola -32 kathmandu,015908974,neweastern77@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/new-eastern-multipurpose-cooperative-ltd.
Sanima Saving & Credit Cooperative Ltd.,"satdobato, Lalitpur Nepal",015538259,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sanima-saving-&-credit-cooperative-ltd.
Sambridhi Kavre Agriculture Cooperative Ltd.,banepa -7  kavrepalanchok,011663375,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sambridhi-kavre-agriculture-cooperative-ltd.
Jharna Saving & Credit Cooperative  Ltd.,dharan-9 sunsari,025577191,jharana086@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jharna-saving-&-credit-cooperative-ltd.
Kriti Saving & Credit Cooperative Ltd.,dharan-12 sunsari,025538850,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kriti-saving-&-credit-cooperative-ltd.-1
Sagarmatha Saving & Credit Cooperative Ltd.,"hetauda ,makwanpur",057590900,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sagarmatha-saving-&-credit-cooperative-ltd.
Maring Multipurpose Cooperative Ltd.,bhume-2 rukum,9809559033,maring.sahakari2075@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/maring-multipurpose-cooperative-ltd.
Jafe Sana kishan Saving & Credit Cooperative Ltd.,jafe dolakha,077594554,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jafe-sana-kishan-saving-&-credit-cooperative-ltd.
Pewa Saving & Credit Cooperative Ltd.,"ratnanagar-2 tadhi , chitwan",056562052,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/pewa-saving-&-credit-cooperative-ltd.
Namo Narayan Saving & Credit Cooperative Ltd.,"tokha ,kathmandu",014980790,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/namo-narayan-saving-&-credit-cooperative-ltd.
Birauta Saving & Credit Cooperative Ltd.,"birauta, pokhara -17,kaski",061456216,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/birauta-saving-&-credit-cooperative-ltd.
Sakriya Saving & Credit  Cooperative Ltd.,"rupakot , khotang",036420610,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sakriya-saving-&-credit-cooperative-ltd.
Uthkristi Saving & Credit Cooperative Ltd.,"Budanilakantha,galfutar  kathmandu",014374247,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uthkristi-saving-&-credit-cooperative-ltd.
Maulakali Saving & Credit Cooperative Ltd.,"bharatpur-2 ,chitwan",056532384,maulakalisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/maulakali-saving-&-credit-cooperative-ltd.
Kirshak  Jagarad Saving & Credit Cooperative Ltd.,"besisahar,lamjung",066520431,info@krishakjagaran.com.np,https://www.sahakariakhabar.com/cooperative-directory/kirshak-jagarad-saving-&-credit-cooperative-ltd.
Trisuli Saving & Credit Cooperative Ltd.,"trisuli ,nuwakot",010561215,trishulisahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/trisuli-saving-&-credit-cooperative-ltd.
Uam Saving & Credit Cooperative Ltd.,khopasi -12salyan,078941567,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uam-saving-&-credit-cooperative-ltd.
Trishakti Saving & Credit Cooperative Ltd.,"pokhara ,kaski",017484658,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trishakti-saving-&-credit-cooperative-ltd.
Hamro Chitrawan Saving & Credit Cooperative Ltd.,"bharatpur-11,chitwan",056596125,hamrochitrawan77@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-chitrawan-saving-&-credit-cooperative-ltd.
Ludensh Saving & Cooperative Ltd.,"besitar ,surkhet",014878764,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ludensh-saving-&-cooperative-ltd.
Kamdhenu Savbing & Credit Cooperative Ltd.,julmi,4785963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kamdhenu-savbing-&-credit-cooperative-ltd.
Janata Saving & Credit Cooperative Ltd.,"deurali bhanjyanj , gorkha",047982569,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janata-saving-&-credit-cooperative-ltd.-1
Janasatkar Upabhokta Saving & Credit Cooperative Ltd.,"fulabari , parsa",047895646,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janasatkar-upabhokta-saving-&-credit-cooperative-ltd.
Annapurna Multipurpose Cooperative Ltd.,,042584584,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/annapurna-multipurpose-cooperative-ltd.
Alaukik Saving & Credit  Cooperative Ltd.,"tarbesi , dhakuta",078784985,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/alaukik-saving-&-credit-cooperative-ltd.
kolmateshwor Saving & Credit cooperative Ltd.,lagankhel -5 Lalitpur,041225454,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kolmateshwor-saving-&-credit-cooperative-ltd.
Trishakti Saving & Credit Coopeerative Ltd.,newroad kathmandu,011455885,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trishakti-saving-&-credit-coopeerative-ltd.
Indreni Saving & Credit Cooperative Ltd.,kamal-7 Jhapa,023501008,indrenicooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/indreni-saving-credit-cooperative-ltd-1
Sumnima Saving & Credit Cooperative Ltd.,"Dharan,sunsari",025521655,sumnimasahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sumnima-saving-&-credit-cooperative-ltd.
Jay Kishan agriculture  Cooperative Ltd.,"jahada, moranj",9804391499,jaykishankirsi@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jay-kishan-agriculture-cooperative-ltd.
Central Dairy Cooperative Association  Ltd.,baneshwor kathmandu,014787242,cdcan.ktm@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/central-dairy-cooperative-association-ltd.
Sahakali Saving & Credit Coopeerative Ltd.,"kageshwori -9,kadaghari ,kathmandu",4991138,sahakali.gothatar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahakali-saving-&-credit-coopeerative-ltd.
Parabartan Saving & Credit Cooperative ltd.,"nayanghar,nepal",078503024,paribartansaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/parabartan-saving-&-credit-cooperative-ltd.
Janakalyan Saving & Credit Cooperative  Ltd.,"benighat rorang -3,malekhu ,Dhading",010400049,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janakalyan-saving-&-credit-cooperative-ltd.
Talpokhari Saving & Credit Cooperative Ltd.,"aarewati -3,talpokhari ,puthyan",074565214,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/talpokhari-saving-&-credit-cooperative-ltd.
Janabishwas Saving & Credit Cooperative Ltd.,birjung -6 parsa,051522631,janbiswa@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janabishwas-saving-&-credit-cooperative-ltd.
Morang Saving & Credit Cooperative Ltd.,"letang ,moranj",021560207,morangsaving2055@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/morang-saving-&-credit-cooperative-ltd.
Sujam Saving & Credit Coopeerative Ltd.,itahari -9 sunsari,025585498,sugamsaccos76@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sujam-saving-&-credit-coopeerative-ltd.
District Cooperative Union Ltd.,"pokhara ,kaski",061463079,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ltd.-1
Hitausi Saving & Credit Cooperative Ltd.,"pokhara-28, kaski",061441105,htc.armala@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hitausi-saving-&-credit-cooperative-ltd.
Bagmati  Province Cooperative Union Ltd,Lalitpur nepal,015520326,bpcoul077@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bagmati-province-cooperative-union-ltd
Sribriddhi Saving & Credit Coopererative Ltd.,", pokhara -10 ramghat",061533477,shreebridhipok@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sribriddhi-saving-&-credit-coopererative-ltd.
Lagenshil Saving & Credit Cooperative Ltd.,kamal -5 Jhapa,023585438,laganshilcoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/lagenshil-saving-credit-cooperative-ltd
Nava   Dhawalagiri Saving  & Credit Cooperative Ltd.,"samakhusi ,kathmandu",015900856,ndssc64@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nava-dhawalagiri-saving-&-credit-cooperative-ltd.
Suryodaya Saving & Credit Cooperative Ltd.,"putalinagar ,syanja",063423185,suryodayasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/suryodaya-saving-&-credit-cooperative-ltd.
Nawadurga Saving & Credit Cooperative Ltd.,"bharatpur -5,chitwan",977056503065,nawadurgasaccos828@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawadurga-saving-&-credit-cooperative-ltd.
Thopa Saving & Credit Cooperative Ltd.,"sintitar, bhaktapur",011466569,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/thopa-saving-&-credit-cooperative-ltd.
Jangajamuna Saving & Credit Cooperative Ltd.,"minbhawan-31, kathmandu",014106554,gangajamuna@live.com,https://www.sahakariakhabar.com/cooperative-directory/jangajamuna-saving-&-credit-cooperative-ltd.
Chitwan District Saving & Credit Cooperative Union Ltd.,"bharatpur -10,chitwan",056594350,cdsccuchitwan@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chitwan-district-saving-&-credit-cooperative-union-ltd.
Sahayatri Saving & Credit Cooperative Ltd.,pokhara kaski,061530767,infosahayatrisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahayatri-saving-&-credit-cooperative-ltd.
Mahalaxmi Saccos,sundarbazar-2 lamjung,9856046642,mdcooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mahalaxmi-saccos
Trifala Saving & Credit Cooperative Ltd.,"bakulhar,Chitwan",056561228,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trifala-saving-&-credit-cooperative-ltd.
Smarika Saving & Credit Cooperative Ltd.,banasthali kathmandu,015903162,smarikasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/smarika-saving-&-credit-cooperative-ltd.
Sahas Multipurpose Cooperative Ltd.,pokhara-5 kaski,061419128,sahasmultipurpose@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahas-multipurpose-cooperative-ltd.
Gandak Saving & Credit Cooperative Ltd.,"pokhara-17,berauta,kaski",061467961,gandaksahakari17@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gandak-saving-&-credit-cooperative-ltd.
Golden Saving & Credit Coopeerative Ltd.,pokhara-8 kaski,069538567,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/golden-saving-&-credit-coopeerative-ltd.
Capital Saving & Credit Cooperative Ltd.,lagankhel -12 lalitpur,5522498,capitalsaving1@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/capital-saving-&-credit-cooperative-ltd.
Synergy Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,015193331,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/synergy-saving-&-credit-cooperative-ltd.
Aadhunik Saving & Credit Cooperative Ltd.,"mechinajar-6 kakarvitta , jhapa",023563632,adhunikcoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aadhunik-saving-&-credit-cooperative-ltd.
Sarbocha  Bikas Saving & Credit Cooperative Ltd.,chabil-7 kathmandu,014562377,supremecooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sarbocha-bikas-saving-&-credit-cooperative-ltd.
Shree Gaura Saving & Credit Cooperative Ltd.,"prithivi basti , kanchanpur",099422009,gaurasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-gaura-saving-&-credit-cooperative-ltd.
Shree kamidada Saving & Credit Cooperative Ltd.,"bethanchowk gaupalika-5, kamidada",016225577,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shree-kamidada-saving-&-credit-cooperative-ltd.
Kamana Saving & Credit Cooperative Ltd.,"chitwan,kathmandu",077584589,savingkamana01@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kamana-saving-&-credit-cooperative-ltd.
Simal Saving & Credit Cooperative Ltd.,surya binayak-10 bhaktapur,016540787,simalsacos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/simal-saving-&-credit-cooperative-ltd.
Barun Saving & Credit Cooperative Ltd.,dharan-8 sunsari,025533942,barunsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/barun-saving-&-credit-cooperative-ltd.
Bright Saving & Credit Cooperative Ltd.,"bagbazar, kathmandu",014239584,brightsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bright-saving-&-credit-cooperative-ltd.
Sahara Saving & Credit Cooperative Ltd.,"siddhipur,lalitpur",015709163,saharasavingandcredit@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahara-saving-&-credit-cooperative-ltd.-1
Gyan jyoti Mahila  uthan Saving & Credit Cooperative Ltd.,"sankhamul-31,kathmandu",015242312,gyanjyotisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gyan-jyoti-mahila-uthan-saving-credit-cooperative-ltd
Saccos Aawaj  cooperative ltd.,Panuti  kavrepalanchowk,014780201,nefscun@nefscun.org.np,https://www.sahakariakhabar.com/cooperative-directory/saccos-aawaj-cooperative-ltd.
Hans Multipurpose Cooperative Ltd,narayangad chitwan,056522725,hanscoopeerative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/hans-multipurpose-cooperative-ltd
Buddhatwo Muultipurpose Cooperative Ltd.,,015333633,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/buddhatwo-muultipurpose-cooperative-ltd.
Sangam Multipurpose Cooperative Ltd.,"uttariya, kailali",091550580,sangamagr245@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sangam-multipurpose-cooperative-ltd.
