CompanyName,Address,AddressLang,Phone,Email,Link,province
Abiral Saving & Credit  Cooperative Ltd.,"koteshwor , kathmandu",English,15199246,abiralsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abiral-saving-&-credit-cooperative-ltd.,Bagmati
Pirthivi Multipurpose Cooperative Ltd.,"pokhara-8 , kaski",English,61584690,prithvisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pirthivi-multipurpose-cooperative-ltd.,Gandaki
Hamro Namuna Saving & Credit Cooperative  Ltd.,lagankhel  lalitpur,English,15545229,hamronamunasaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-namuna-saving-&-credit-cooperative-ltd.,Bagmati
Star Saving & Credit Cooperative Ltd.,"kumaripati , lalitpur",English,97715008725,hr@starsaving.com.np,https://www.sahakariakhabar.com/cooperative-directory/star-saving-&-credit-cooperative-ltd.,Bagmati
Jaya Shree Bhairab Saving & Credit Cooperative Ltd.,Gokarneshwor -5  kathmandu,English,14800975,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jaya-shree-bhairab-saving-&-credit-cooperative-ltd.,Bagmati
Golden Rose Multipurpose Cooperative Ltd.,"pulchowk-3, lalitpur",English,15009138,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/golden-rose-multipurpose-cooperative-ltd.,Bagmati
Aagaman Saving  & Credit Cooperative Ltd,suryabinayak,English,6612874,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aagaman-saving-&-credit-cooperative-ltd,Bagmati
Sundar  Saving & Credit Cooperative Ltd.,"madhyapur  thimi ,-15 sundarbazar bhaktapur",English,97716639174,sundarsacos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/sundar-saving-&-credit-cooperative-ltd.,Bagmati
Shree shuva laxmi  Cooperative Ltd.,"gairadaha , jhapa",English,23480236,phanindradahal92@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/shree-shuva-laxmi-cooperative-ltd.,Koshi
Jyotipunja Saving & Credit Cooperative Ltd.,new baneshwor -34 kathmandu,English,14780985,jyotipunja123@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jyotipunja-saving-&-credit-cooperative-ltd.,Bagmati
Swostik Saving & Credit Cooperative Ltd.,"madhyapur  thimi ,-, bhaktapur",English,16633067,swostik67@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/swostik-saving-&-credit-cooperative-ltd.,Bagmati
Bikash Multipurpose Cooperative Ltd.,"koteshwor , kathmandu",English,14600971,bikashbachat971@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bikash-multipurpose-cooperative-ltd.,Bagmati
Aarya Agriculture Cooperative Ltd.,"dewangunj , sunsari",English,13489049,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aarya-agriculture-cooperative-ltd.,Koshi
Himal Saving &  Credit Cooperative Ltd.,"ilam, nepal",English,27521348,himalsaccos287@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himal-saving-&-credit-cooperative-ltd.,Koshi
Doleshwor Multipurpose Cooperative Ltd.,koteshwor -32 kathmandu,English,14602790,dmpc2072@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/doleshwor-multipurpose-cooperative-ltd.,Bagmati
Jyoti Mirmire Samuhik Saving & Credit Cooperative Ltd.,panauti -6 kavrepalanchowk,English,97711440692,info@jmsaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/jyoti-mirmire-samuhik-saving-&-credit-cooperative-ltd.,Bagmati
Shramik  Janautthan Saving & Credit Cooperative Ltd.,banepa -6  kavrepalanchok,English,11661497,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shramik-janautthan-saving-&-credit-cooperative-ltd.,Bagmati
Shubha Saving & Credit Cooperative Ltd.,sallaghari bhaktapur,English,16610308,avinashsth3@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shubha-saving-&-credit-cooperative-ltd.,Bagmati
Compass Saving & Credit Cooperative Ltd.,kathmandu -7 chabil,English,14461311,compasssahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/compass-saving-&-credit-cooperative-ltd.,Bagmati
Bhaktapur District Saving & Credit Cooperative Union Ltd.,surya binayak-6  bhaktapur,English,16226734,bktsaccu@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhaktapur-district-saving-&-credit-cooperative-union-ltd.,Bagmati
Jharana Saving & Credit Cooperative Ltd.,"satdobato,-15 Lalitpur Nepal",English,15538947,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jharana-saving-&-credit-cooperative-ltd.,Bagmati
Chandrodaya Multipurpose Cooperative Ltd.,"surya binayak-6 , bhaktapur",English,15092602,shreechandrodaya@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chandrodaya-multipurpose-cooperative-ltd.,Bagmati
Suryodaya Saving & Credit Cooperative Ltd.,"new baneshwor , kathmandu",English,14491799,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/suryodaya-saving-&-credit-cooperative-ltd.-1,Bagmati
Manjari Multipurpose Cooperative Ltd.,Satdobato-15 lalitpur,English,15554053,manjarimultipurposecoopltd@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manjari-multipurpose-cooperative-ltd.,Bagmati
Sadashya Sewa Multipurpose Cooperative Ltd.,"satdobato, Lalitpur Nepal",English,15541203,sadashyasewa@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sadashya-sewa-multipurpose-cooperative-ltd.,Bagmati
Abhimanyu Multipurpose Cooperative Ltd.,pepsikola -32 kathmandu,English,14992121,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/abhimanyu-multipurpose-cooperative-ltd.,Bagmati
Mahasakti Saving & Credit Cooperative Ltd.,jorpati -3 kathmandu +,English,14914269,mahasaktisaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/mahasakti-saving-&-credit-cooperative-ltd.,Bagmati
Bhawani Saving & Credit Cooperative ltd.,"jaleshwor -2 ,mahotari",English,44520394,bhawanisaving@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/bhawani-saving-&-credit-cooperative-ltd.-1,Madhesh
Saraswati Saving & Credit Cooperative Ltd.,"dadakharka priti-5 , ramechap",English,602115571,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/saraswati-saving-&-credit-cooperative-ltd.,Bagmati
Abhinna Multipurpose Co-operative Limited,"Mahalaxmi Muncipality -14 Satdobato, Lalitpur",English,15152076,coopamcl67@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abhinna-multipurpose-co-operative-limited,Bagmati
Gorkha Saving & Credit Cooperative Ltd,"Talchhikhel, Lalitpur",English,15152404,gorkhasaving2054@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gorkha-saving-credit-cooperative-ltd,Bagmati
Sakrriyata Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,English,15524526,sakrriyatamultipurpose031@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sakrriyata-multipurpose-cooperative-ltd,Bagmati
Chaturbhujeshwor Saving & Credit Cooperative Ltd,satdobato 15 Lalitpur,English,15544565,chaturbhujeshwor@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chaturbhujeshwor-saving-&-credit-cooperative-ltd,Bagmati
Bishandevi Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,English,15530119,bishandevicooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bishandevi-multipurpose-cooperative-ltd,Bagmati
Maa Bhagawati Multipurpose Cooperative Ltd,satdobato 15 Lalitpur,English,15520246,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/maa-bhagawati-multipurpose-cooperative-ltd,Bagmati
Sinchit Saving & Credit Cooperative ltd.,"lalitpur-15, satdobato",English,55541154,cooperativesinchit@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sinchit-saving-&-credit-cooperative-ltd.,Bagmati
Golden Gate Multipurpose Cooperative Ltd.,"lalitpur-15, satdobato",English,15549233,goldengatempcl@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/golden-gate-multipurpose-cooperative-ltd.,Bagmati
Baba Saving & Credit cooperative  Ltd.,sankhadhar chowk  madhyapur thimi -13 bhaktapur,English,15093580,babacooperative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/baba-saving-credit-cooperative-ltd,Bagmati
Gangajal Saving & Credit Cooperative ltd.,koteshwor 35- kathmandu,English,14612566,gangajalsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gangajal-saving-credit-cooperative-ltd,Bagmati
Karmana Saving & Credit Cooperative Ltd.,Satdobato lalitpur,English,15151801,karmanasahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/karmana-saving-&-credit-cooperative-ltd.,Bagmati
Sagun Saving & Credit Cooperative ltd.,"belchowk , chitwan",English,56571276,sagunsaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sagun-saving-&-credit-cooperative-ltd.,Bagmati
Bindabasini Saving & Credit Cooperative ltd.,"chandranigahapur , rautahat",English,55657885,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bindabasini-saving-credit-cooperative-ltd,Madhesh
Nawa Bikas Saving & Credit Cooperative ltd,"chandranigahapur , rautahat",English,55540734,nawabikas@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawa-bikas-saving-&-credit-cooperative-ltd,Madhesh
Yatayat Majadur Saving &  Credit Coopeerative  Ltd.,"chandranigahapur  ,rautahat",English,476823562,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/yatayat-majadur-saving-&-credit-coopeerative-ltd.,Madhesh
Everest Saving & Credit Cooperative Ltd.,narayangad chitwan,English,44959289,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/everest-saving-&-credit-cooperative-ltd.,Bagmati
Kuti Saving & Credit Cooperative Ltd.,dharan sunsari,English,13845853,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kuti-saving-&-credit-cooperative-ltd.,Koshi
Chundevi Saving & Credit  Cooperative Ltd.,Thankot -8 kathmandu,English,18327337,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/chundevi-saving-&-credit-cooperative-ltd.,Bagmati
Prabuddha Saving & Credit Cooperative Ltd.,balagu kathmandu,English,14386388,prabuddhasc@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/prabuddha-saving-&-credit-cooperative-ltd.,Bagmati
Himalayan Saving & Credit Cooperative Ltd.,"surya binayak , bhaktapur",English,15092803,himalayansaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himalayan-saving-credit-cooperative-ltd,Bagmati
Bheri Saving & Credit Cooperative Ltd.,"nepalgung, bake",English,46723832,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bheri-saving-&-credit-cooperative-ltd.,Lumbini
Samghauta Agriculture Cooperative Ltd.,"bharatpur ,chitwan",English,14780458,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/samghauta-agriculture-cooperative-ltd.,Bagmati
Sahayoji Saving & Credit Cooperative Ltd.,"tulsipur-5, dang",English,82521783,sahayojisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahayoji-saving-credit-cooperative-ltd,Lumbini
Pipalbot Saving & Credit Cooperative Ltd.,Birendranagar -4 surkhet,English,83523742,pipalbotsaccos.059@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pipalbot-saving-&-credit-cooperative-ltd.,Karnali
Briti Bikash Agriculture Cooperative Ltd.,"kohalpur-10, chatar, bake",English,45478415,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/briti-bikash-agriculture-cooperative-ltd.,Lumbini
Everest Agriculture Cooperative Ltd.,"samghana ,baudhanath , kathmandu",English,89493006,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/everest-agriculture-cooperative-ltd.,Bagmati
Kisandal Saving & Credit Cooperative Ltd.,chabil kathmandu,English,15548674,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kisandal-saving-credit-cooperative-ltd,Bagmati
Royal Multipurpose Cooperative Ltd.,"Basundhara, Kathmandu Nepal",English,14954046,info@royalcooperative.com.np,https://www.sahakariakhabar.com/cooperative-directory/royal-multipurpose-cooperative-ltd.,Bagmati
Raniban Agriculture Cooperative Ltd.,champadevi -10 raniban okhaldhunga,English,77895984,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/raniban-agriculture-cooperative-ltd.,Koshi
Aayam Saving  & Credit Cooperative Ltd.,"thankot, kathmandu",English,14316051,aayamsavingthankot@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aayam-saving-&-credit-cooperative-ltd.,Bagmati
Hatemalo Saving & Credit Cooperative Ltd.,"besisahar,lamjung",English,66520915,hatemalo.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hatemalo-saving-&-credit-cooperative-ltd.-1,Gandaki
Hilltop Junar Multipurpose Cooperative Ltd.,chabil kathmandu,English,14785549,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hilltop-junar-multipurpose-cooperative-ltd.,Bagmati
Nispachya Saving & Credit Cooperative Ltd.,butwal -10 rupandehi,English,71438280,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nispachya-saving-&-credit-cooperative-ltd.,Lumbini
Janayoj Saving & Credit Cooperative Ltd.,"new baneshwor-10, kathmandu",English,14585686,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janayoj-saving-&-credit-cooperative-ltd.,Bagmati
Pathivara Saving & Credit Cooperative Ltd.,fathbazar  makwanpur,English,78745647,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/pathivara-saving-&-credit-cooperative-ltd.,Bagmati
Shree Sundar Bazar Multipurpose Cooperative Ltd.,sundarbagar-7 lamjung,English,66402074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shree-sundar-bazar-multipurpose-cooperative-ltd.,Gandaki
Image Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,English,15533308,imagesaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/image-saving-&-credit-cooperative-ltd.,Bagmati
Arudima  Saving & Credit  Cooperative Ltd.,lagankhel  lalitpur,English,5523487,arunimasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/arudima-saving-&-credit-cooperative-ltd.,Bagmati
Kalika Multipurpose Cooperative Ltd.,"rara,jumla",English,87690089,kalikaccltd@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kalika-multipurpose-cooperative-ltd.,Karnali
Amardeep Saving & Credit Cooperative Ltd,narayangad chitwan,English,56527794,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/amardeep-saving-&-credit-cooperative-ltd,Bagmati
Balewa Saving & Credit Cooperative Ltd.,"narayansthan, baglung",English,68413023,balewamoney@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/balewa-saving-&-credit-cooperative-ltd.,Gandaki
Cyc Saving & Credit Cooperative Ltd.,"tarbesi , baglung",English,47859855,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/cyc-saving-&-credit-cooperative-ltd.,Gandaki
Hamro Bittia Multipurpose Cooperative Ltd.,baneshwor kathmandu,English,15911231,hamrobittya@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-bittia-multipurpose-cooperative-ltd.,Bagmati
Gria Laxmi Saving & Credit Cooperative Ltd.,"birjung , parsa",English,1526895,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gria-laxmi-saving-credit-cooperative-ltd,Madhesh
Grihalaxmi Saving & Credit Cooperative Ltd.,"nepalgung, bake",English,17488488,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/grihalaxmi-saving-&-credit-cooperative-ltd.,Lumbini
Sipsil Saving & Credit Cooperative Ltd.,"guheshwori, kathmandu",English,14114578,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sipsil-saving-&-credit-cooperative-ltd.,Bagmati
Pratistha Agriculture Cooperative Ltd.,pachkhal-3 kavrepalanchowk,English,11499241,pratisthaagricoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pratistha-agriculture-cooperative-ltd.,Bagmati
Shuva Laxmi Saving & Credit Cooperative Ltd.,"Budanilakantha,  kathmandu",English,14822197,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-laxmi-saving-&-credit-cooperative-ltd.,Bagmati
New Eastern Multipurpose Cooperative Ltd.,pepsikola -32 kathmandu,English,15908974,neweastern77@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/new-eastern-multipurpose-cooperative-ltd.,Bagmati
Sanima Saving & Credit Cooperative Ltd.,"satdobato, Lalitpur Nepal",English,15538259,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sanima-saving-&-credit-cooperative-ltd.,Bagmati
Sambridhi Kavre Agriculture Cooperative Ltd.,banepa -7  kavrepalanchok,English,11663375,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sambridhi-kavre-agriculture-cooperative-ltd.,Bagmati
Jharna Saving & Credit Cooperative  Ltd.,dharan-9 sunsari,English,25577191,jharana086@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jharna-saving-&-credit-cooperative-ltd.,Koshi
Kriti Saving & Credit Cooperative Ltd.,dharan-12 sunsari,English,25538850,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kriti-saving-&-credit-cooperative-ltd.-1,Koshi
Sagarmatha Saving & Credit Cooperative Ltd.,"hetauda ,makwanpur",English,57590900,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sagarmatha-saving-&-credit-cooperative-ltd.,Bagmati
Maring Multipurpose Cooperative Ltd.,bhume-2 rukum,English,9809559033,maring.sahakari2075@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/maring-multipurpose-cooperative-ltd.,Bagmati
Jafe Sana kishan Saving & Credit Cooperative Ltd.,jafe dolakha,English,77594554,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jafe-sana-kishan-saving-&-credit-cooperative-ltd.,Bagmati
Pewa Saving & Credit Cooperative Ltd.,"ratnanagar-2 tadhi , chitwan",English,56562052,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/pewa-saving-&-credit-cooperative-ltd.,Bagmati
Namo Narayan Saving & Credit Cooperative Ltd.,"tokha ,kathmandu",English,14980790,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/namo-narayan-saving-&-credit-cooperative-ltd.,Bagmati
Birauta Saving & Credit Cooperative Ltd.,"birauta, pokhara -17,kaski",English,61456216,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/birauta-saving-&-credit-cooperative-ltd.,Gandaki
Sakriya Saving & Credit  Cooperative Ltd.,"rupakot , khotang",English,36420610,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sakriya-saving-&-credit-cooperative-ltd.,Koshi
Uthkristi Saving & Credit Cooperative Ltd.,"Budanilakantha,galfutar  kathmandu",English,14374247,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uthkristi-saving-&-credit-cooperative-ltd.,Bagmati
Maulakali Saving & Credit Cooperative Ltd.,"bharatpur-2 ,chitwan",English,56532384,maulakalisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/maulakali-saving-&-credit-cooperative-ltd.,Bagmati
Kirshak  Jagarad Saving & Credit Cooperative Ltd.,"besisahar,lamjung",English,66520431,info@krishakjagaran.com.np,https://www.sahakariakhabar.com/cooperative-directory/kirshak-jagarad-saving-&-credit-cooperative-ltd.,Gandaki
Trisuli Saving & Credit Cooperative Ltd.,"trisuli ,nuwakot",English,10561215,trishulisahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/trisuli-saving-&-credit-cooperative-ltd.,Bagmati
Uam Saving & Credit Cooperative Ltd.,khopasi -12salyan,English,78941567,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uam-saving-&-credit-cooperative-ltd.,Karnali
Trishakti Saving & Credit Cooperative Ltd.,"pokhara ,kaski",English,17484658,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trishakti-saving-&-credit-cooperative-ltd.,Gandaki
Hamro Chitrawan Saving & Credit Cooperative Ltd.,"bharatpur-11,chitwan",English,56596125,hamrochitrawan77@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-chitrawan-saving-&-credit-cooperative-ltd.,Bagmati
Ludensh Saving & Cooperative Ltd.,"besitar ,surkhet",English,14878764,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ludensh-saving-&-cooperative-ltd.,Karnali
Kamdhenu Savbing & Credit Cooperative Ltd.,julmi,English,4785963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kamdhenu-savbing-&-credit-cooperative-ltd.,Sudurpashchim
Janata Saving & Credit Cooperative Ltd.,"deurali bhanjyanj , gorkha",English,47982569,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janata-saving-&-credit-cooperative-ltd.-1,Gandaki
Janasatkar Upabhokta Saving & Credit Cooperative Ltd.,"fulabari , parsa",English,47895646,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janasatkar-upabhokta-saving-&-credit-cooperative-ltd.,Madhesh
Annapurna Multipurpose Cooperative Ltd.,,English,42584584,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/annapurna-multipurpose-cooperative-ltd.,Unknown
Alaukik Saving & Credit  Cooperative Ltd.,"tarbesi , dhakuta",English,78784985,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/alaukik-saving-&-credit-cooperative-ltd.,Koshi
kolmateshwor Saving & Credit cooperative Ltd.,lagankhel -5 Lalitpur,English,41225454,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kolmateshwor-saving-&-credit-cooperative-ltd.,Bagmati
Trishakti Saving & Credit Coopeerative Ltd.,newroad kathmandu,English,11455885,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trishakti-saving-&-credit-coopeerative-ltd.,Bagmati
Indreni Saving & Credit Cooperative Ltd.,kamal-7 Jhapa,English,23501008,indrenicooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/indreni-saving-credit-cooperative-ltd-1,Koshi
Sumnima Saving & Credit Cooperative Ltd.,"Dharan,sunsari",English,25521655,sumnimasahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sumnima-saving-&-credit-cooperative-ltd.,Koshi
Jay Kishan agriculture  Cooperative Ltd.,"jahada, moranj",English,9804391499,jaykishankirsi@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jay-kishan-agriculture-cooperative-ltd.,Bagmati
Central Dairy Cooperative Association  Ltd.,baneshwor kathmandu,English,14787242,cdcan.ktm@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/central-dairy-cooperative-association-ltd.,Bagmati
Sahakali Saving & Credit Coopeerative Ltd.,"kageshwori -9,kadaghari ,kathmandu",English,4991138,sahakali.gothatar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahakali-saving-&-credit-coopeerative-ltd.,Bagmati
Parabartan Saving & Credit Cooperative ltd.,"nayanghar,nepal",English,78503024,paribartansaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/parabartan-saving-&-credit-cooperative-ltd.,Bagmati
Janakalyan Saving & Credit Cooperative  Ltd.,"benighat rorang -3,malekhu ,Dhading",English,10400049,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/janakalyan-saving-&-credit-cooperative-ltd.,Bagmati
Talpokhari Saving & Credit Cooperative Ltd.,"aarewati -3,talpokhari ,puthyan",English,74565214,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/talpokhari-saving-&-credit-cooperative-ltd.,Bagmati
Janabishwas Saving & Credit Cooperative Ltd.,birjung -6 parsa,English,51522631,janbiswa@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janabishwas-saving-&-credit-cooperative-ltd.,Madhesh
Morang Saving & Credit Cooperative Ltd.,"letang ,moranj",English,21560207,morangsaving2055@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/morang-saving-&-credit-cooperative-ltd.,Koshi
Sujam Saving & Credit Coopeerative Ltd.,itahari -9 sunsari,English,25585498,sugamsaccos76@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sujam-saving-&-credit-coopeerative-ltd.,Koshi
District Cooperative Union Ltd.,"pokhara ,kaski",English,61463079,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ltd.-1,Gandaki
Hitausi Saving & Credit Cooperative Ltd.,"pokhara-28, kaski",English,61441105,htc.armala@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hitausi-saving-&-credit-cooperative-ltd.,Gandaki
Bagmati  Province Cooperative Union Ltd,Lalitpur nepal,English,15520326,bpcoul077@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bagmati-province-cooperative-union-ltd,Bagmati
Sribriddhi Saving & Credit Coopererative Ltd.,", pokhara -10 ramghat",English,61533477,shreebridhipok@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sribriddhi-saving-&-credit-coopererative-ltd.,Gandaki
Lagenshil Saving & Credit Cooperative Ltd.,kamal -5 Jhapa,English,23585438,laganshilcoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/lagenshil-saving-credit-cooperative-ltd,Koshi
Nava   Dhawalagiri Saving  & Credit Cooperative Ltd.,"samakhusi ,kathmandu",English,15900856,ndssc64@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nava-dhawalagiri-saving-&-credit-cooperative-ltd.,Bagmati
Suryodaya Saving & Credit Cooperative Ltd.,"putalinagar ,syanja",English,63423185,suryodayasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/suryodaya-saving-&-credit-cooperative-ltd.,Gandaki
Nawadurga Saving & Credit Cooperative Ltd.,"bharatpur -5,chitwan",English,9.77057E+11,nawadurgasaccos828@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawadurga-saving-&-credit-cooperative-ltd.,Bagmati
Thopa Saving & Credit Cooperative Ltd.,"sintitar, bhaktapur",English,11466569,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/thopa-saving-&-credit-cooperative-ltd.,Bagmati
Jangajamuna Saving & Credit Cooperative Ltd.,"minbhawan-31, kathmandu",English,14106554,gangajamuna@live.com,https://www.sahakariakhabar.com/cooperative-directory/jangajamuna-saving-&-credit-cooperative-ltd.,Bagmati
Chitwan District Saving & Credit Cooperative Union Ltd.,"bharatpur -10,chitwan",English,56594350,cdsccuchitwan@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chitwan-district-saving-&-credit-cooperative-union-ltd.,Bagmati
Sahayatri Saving & Credit Cooperative Ltd.,pokhara kaski,English,61530767,infosahayatrisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahayatri-saving-&-credit-cooperative-ltd.,Gandaki
Mahalaxmi Saccos,sundarbazar-2 lamjung,English,9856046642,mdcooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mahalaxmi-saccos,Gandaki
Trifala Saving & Credit Cooperative Ltd.,"bakulhar,Chitwan",English,56561228,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/trifala-saving-&-credit-cooperative-ltd.,Bagmati
